id,likes_count,latitude,longitude,name,link,url,created_time,text
14017797_116480,0,35.26247943,-81.17312882,"Tony's Ice Cream Co., Inc.",https://www.instagram.com/p/1eUF/,https://scontent.cdninstagram.com/vp/80a904bf8d056a072a741af2cdca6e4f/5D1DD56C/t51.2885-15/e15/10948336_1426595537642493_736458895_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-01-02 21:23:35,Chocolate Peanut Butter Ripple Milk Shake
88995174_116480,0,45.52331118,-122.6816118,Powell's City of Books,https://www.instagram.com/p/FTfVm/,https://scontent.cdninstagram.com/vp/27ff3f4b262c2a34ccefb6620c8c1143/5D2661F7/t51.2885-15/e15/11098250_809160445835392_1503687514_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-06 20:04:18,#travel #pwtour #Portland
91493345_116480,1,47.609232,-122.3409694,Pike Place Market,https://www.instagram.com/p/FdBPh/,https://scontent.cdninstagram.com/vp/fc9f033df2dfcfcc1536c1f5240b051c/5D0E5AB1/t51.2885-15/e15/11084735_371252996413668_86341589_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-09 23:30:28,Doin' the tourist thing! #pwtour
91495344_116480,1,47.609232,-122.3409694,Pike Place Market,https://www.instagram.com/p/FdBuw/,https://scontent.cdninstagram.com/vp/7b0e2b9195decb471b5706b32b440d99/5D20A086/t51.2885-15/e15/11084720_412613075587032_1093393527_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-09 23:33:35,#pwtour #seattle
25148648_116480,1,40.73009,-74.00029,Pommes Frites NYC,https://www.instagram.com/p/Bf7zo/,https://scontent.cdninstagram.com/vp/b285696eecece8cf2c510926a217ed35/5D1FB595/t51.2885-15/e15/10914452_831362723615056_1349797123_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-10 2:40:01,yumgasm
49024259_116480,1,25.0495439,-77.46646379,Nassau International Airport (NAS),https://www.instagram.com/p/C7A0D/,https://scontent.cdninstagram.com/vp/e9da1eb39096ae79dcaf622da7e26b6e/5D160002/t51.2885-15/e15/11084835_1571959603052665_926935467_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-04-07 19:58:23,a warm welcome: live music & rum
89004080_116480,1,45.52331118,-122.6816118,Powell's City of Books,https://www.instagram.com/p/FThgw/,https://scontent.cdninstagram.com/vp/907e83bb113bca850438214b699c7c35/5D21DB73/t51.2885-15/e15/11137737_372982236220654_1808750871_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-06 20:19:43,#pwtour #Portland
25085289_116480,2,40.76644,-73.98333,Hearst Tower,https://www.instagram.com/p/BfsVp/,https://scontent.cdninstagram.com/vp/3092dd76b788a9aa8ff2437ec3ffa849/5D233CB9/t51.2885-15/e15/10914452_1657487334481310_1236282256_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-09 21:42:16,#smw11
24070073_116480,2,20.70529044,-87.00999511,"Hacienda Tres Rios, Riviera Maya",https://www.instagram.com/p/Bb0e5/,https://scontent.cdninstagram.com/vp/7de3af014d6d1d8416fc3af0137d74ed/5D1B172E/t51.2885-15/e15/11116667_935843776479567_1014374878_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-06 14:37:14,another beautiful day in #Mexico y today we leave paradise
88994166_116480,2,45.52331118,-122.6816118,Powell's City of Books,https://www.instagram.com/p/FTfF2/,https://scontent.cdninstagram.com/vp/449cc261f2a962f16cbf056eae36d63e/5D1AD48D/t51.2885-15/e15/11098250_1426177314363983_548526662_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-06 20:02:36,#Portland #pwtour
18481822_116480,3,42.36952921,-83.46891753,The Box Bar and Grill,https://www.instagram.com/p/BGgKe/,https://scontent.cdninstagram.com/vp/e05c71696c06b50e0708b3988de66ba2/5D063B81/t51.2885-15/e15/10731821_469691699852609_1860153239_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-01-20 1:36:29,Round 3 ... Cheers @amberdegrace :)
24080618_116480,3,20.70529044,-87.00999511,"Hacienda Tres Rios, Riviera Maya",https://www.instagram.com/p/Bb3Dq/,https://scontent.cdninstagram.com/vp/35f4a4c6ef778674bcd23af3f3671338/5D02DC0B/t51.2885-15/e15/11116799_921732624537774_1946775502_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-06 15:13:35,can't get enough
58179825_116480,3,38.90541,-77.06212,Ben & Jerrys,https://www.instagram.com/p/Dd8Dx/,https://scontent.cdninstagram.com/vp/3928e60f55f8f2535c50d3789e1c31ca/5D266B71/t51.2885-15/e15/11142394_1589676864647129_1513964845_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-04-23 22:24:37,There sure is!
91510583_116480,3,47.609232,-122.3409694,Pike Place Market,https://www.instagram.com/p/FdFc3/,https://scontent.cdninstagram.com/vp/28468cebb5df632bd442b1ffd3754fd5/5D16BCDE/t51.2885-15/e15/11111385_1577013622555904_1112198325_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-09 23:58:11,"#Nutella lovers, I've found Mecca. #pwtour #seattle"
96131074_116480,3,47.44107676,-122.3037762,Seattle-Tacoma International Airport (Sea-Tac),https://www.instagram.com/p/FutgC/,https://scontent.cdninstagram.com/vp/cce696733d48ebc8f894ab91071e17cb/5D2718DE/t51.2885-15/e15/11123708_1008075439306533_1104408137_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-14 20:20:49,we are all made of stars
19343276_116480,3,42.30302342,-83.23302269,The Henry Ford Museum,https://www.instagram.com/p/BJyes/,https://scontent.cdninstagram.com/vp/8879883297eabe887948e67de442320c/5D26A534/t51.2885-15/e15/11084973_1576151369301992_559517156_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-01-22 22:08:28,plastic george
89221620_116480,3,45.58930871,-122.5923315,Portland International Airport PDX,https://www.instagram.com/p/FUWn0/,https://scontent.cdninstagram.com/vp/fc86368786899c98472de5fa349bae12/5D19A91B/t51.2885-15/e15/11084644_629815880482615_157182659_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-07 2:23:03,PDX --> SEA #travel #plane #flying #puddlejumper
58837234_116480,4,38.90992788,-77.0435369,Dupont at the Circle,https://www.instagram.com/p/Dgcjy/,https://scontent.cdninstagram.com/vp/eb32d29c7e9147e1569c15ab1eaca814/5D201D7A/t51.2885-15/e15/10013174_1632223060343698_390057220_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-04-24 18:18:28,lots of people enjoying a lazy Easter sunday
64447283_116480,4,33.65954726,-84.43486141,La Fiesta Mexican Restaurant,https://www.instagram.com/p/D12Mz/,https://scontent.cdninstagram.com/vp/0d887d4f9306b94a199b36ca6cb4d169/5D24464A/t51.2885-15/e15/11137961_375073682694635_1171926084_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-05-04 4:37:02,love the almost campy nature of this #Mexican mural #ComfortInn
94436901_116480,4,49.28938413,-123.1145707,Vancouver Convention Centre,https://www.instagram.com/p/FoP4l/,https://scontent.cdninstagram.com/vp/a59f4bd27f154f549f411ea79dc5baec/5D19A6E4/t51.2885-15/e15/10683838_1571949916405800_571489259_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-12 22:26:31,I really love the architecture of the VCC. #tbex
19971084_116480,4,42.2793178,-83.7500222,Krazy Jim's Blimpy Burger,https://www.instagram.com/p/BMLwM/,https://scontent.cdninstagram.com/vp/5eea28598c1bc0bf06188a25345d925c/5D02DCA4/t51.2885-15/e15/10251336_918836231492728_244595509_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-01-24 21:25:22,respect the bear
24463839_116480,4,40.69367168,-73.81180427,Van Wyck Expressway,https://www.instagram.com/p/BdUnf/,https://scontent.cdninstagram.com/vp/4cb4ac7d82103ecb612e146c7881f3e9/5D1B31D6/t51.2885-15/e15/10554097_882650061795999_512230984_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-07 18:34:18,too exhausted to schlep my bags on 3 dif trains . i'm a brat in a taxi today !
23780311_116480,4,20.70529044,-87.00999511,"Hacienda Tres Rios, Riviera Maya",https://www.instagram.com/p/BatvX/,https://scontent.cdninstagram.com/vp/c5aab408eb4cd874a2d9ba4fc33ad817/5D0C4090/t51.2885-15/e15/1538551_823291924431653_1034924033_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-05 21:47:34,love the architecture
27894051_116480,4,40.73268,-73.99025,Paradis To Go,https://www.instagram.com/p/BqaEj/,https://scontent.cdninstagram.com/vp/076f6dcfba07838e865c35d17ca530df/5D0EEDB6/t51.2885-15/e15/11098353_885030091563831_1449924928_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-17 17:04:04,spot of sun
28204888_116480,4,40.72990723,-74.04820639,Hamilton Park Hospital,https://www.instagram.com/p/Brl9Y/,https://scontent.cdninstagram.com/vp/5a94344af317a4803ea8b6cabe1e1d98/5D0B3817/t51.2885-15/e15/11084828_915223678499454_1979646614_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-18 15:08:54,my suppliers
89001997_116480,5,45.52331118,-122.6816118,Powell's City of Books,https://www.instagram.com/p/FThAN/,https://scontent.cdninstagram.com/vp/8d6c05e0e94e0aeab27485043194c9df/5D100221/t51.2885-15/e15/11138049_1406705686315576_532311610_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-06 20:16:05,#pwtour #Portland
130616723_116480,5,40.71514706,-73.9893888,Seward Park,https://www.instagram.com/p/HyQ2T/,https://scontent.cdninstagram.com/vp/b70e202126239131a4956c71442bfbd5/5D118AE5/t51.2885-15/e15/11123884_681236998666164_656215745_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-07-16 14:10:41,#nyc
19393637_116480,5,42.30302342,-83.23302269,The Henry Ford Museum,https://www.instagram.com/p/BJ-xl/,https://scontent.cdninstagram.com/vp/e15416934c074a5c749f77d917fcfff4/5D1DDF35/t51.2885-15/e15/10808538_968734246472802_1769289075_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-01-23 1:23:02,"come fly with me, let's fly, let's fly away"
4066214_116480,5,40.70414186,-74.01374881,National Museum of The American Indian,https://www.instagram.com/p/Pgum/,https://scontent.cdninstagram.com/vp/7ba61f62fd8905488c16307f87e1188b/5D07CF9B/t51.2885-15/e15/928780_1572107029707709_283357822_n.jpg?_nc_ht=scontent.cdninstagram.com,2010-11-13 21:07:31,love!
88998541_116480,5,45.52331118,-122.6816118,Powell's City of Books,https://www.instagram.com/p/FTgKN/,https://scontent.cdninstagram.com/vp/ab4d3dc03e531be67d486bd37ef2d666/5D0D91F0/t51.2885-15/e15/11142996_872264652833153_942922924_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-06 20:10:09,#pwtour #Portland
89001289_116480,5,45.52331118,-122.6816118,Powell's City of Books,https://www.instagram.com/p/FTg1J/,https://scontent.cdninstagram.com/vp/e48ddf35526a552d3e42367bc311436e/5D01A0A8/t51.2885-15/e15/11098425_364390540417155_1127511940_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-06 20:14:55,#pwtour #Portland
91562800_116480,5,47.61139577,-122.3373908,Starbucks,https://www.instagram.com/p/FdSMw/,https://scontent.cdninstagram.com/vp/cb1a51d10919e4399d323455994449b3/5D26FF31/t51.2885-15/e15/11117069_1588100188094883_93790521_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-10 1:22:47,"Two icons: Looking out the window at Starbucks, towards Pike Place Market. #pwtour #seattle"
83218469_116480,6,33.63975444,-84.41978006,Hartsfield-Jackson Atlanta International Airport,https://www.instagram.com/p/E9dAl/,https://scontent.cdninstagram.com/vp/e29fb66222c948d583489b10e53f29a9/5D23906E/t51.2885-15/e15/11137781_1054010671293378_620378180_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-05-30 23:12:40,doubled
88968275_116480,6,45.52311,-122.68853,Fantasy Downtown,https://www.instagram.com/p/FTYxT/,https://scontent.cdninstagram.com/vp/0a95295ef23bc474f58dbef677e28459/5D2626D5/t51.2885-15/e15/11137777_363850083822684_589209767_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-06 19:17:13,#Portland #pwtour
109171439_116480,6,42.3238189,-83.4524861,IKEA,https://www.instagram.com/p/GgdLv/,https://scontent.cdninstagram.com/vp/959f5161e04611772a147735ebcc29e6/5D2740B6/t51.2885-15/e15/10881923_1385586685100703_1169478433_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-27 18:12:04,"I swoon for orchids!! (also, apparently today is collage day.)"
235609821_116480,6,38.90488866,-77.06512401,Dean & DeLuca - Georgetown,https://www.instagram.com/p/OCx7d/,https://scontent.cdninstagram.com/vp/f772b28489b8941e7f634df3db01bbc7/5D10DFA0/t51.2885-15/e15/11093073_734925886604814_1443693296_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-09-24 17:30:17,2 small words. 1 little ampersand. A helluva lot of goodness inside.
26203346_116480,6,40.7340898,-73.9926728,Bowlmor Lanes Union Square,https://www.instagram.com/p/Bj9TS/,https://scontent.cdninstagram.com/vp/b0cf38bec1d9eb05ca5541a3d68692d7/5D1CAEAB/t51.2885-15/e15/11084692_1577256835888617_766936607_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-13 1:38:53,old school girl's night out ... haven't bowled in FORever
4032234_116480,6,40.65424974,-73.97208753,Prospect Park Lake,https://www.instagram.com/p/PYbq/,https://scontent.cdninstagram.com/vp/5c59d1dd34b2204922299af24a2440bb/5D0937A0/t51.2885-15/e15/11123876_457447104422745_1479553992_n.jpg?_nc_ht=scontent.cdninstagram.com,2010-11-13 16:54:16,gorgeous day again!
58802402_116480,6,38.90992788,-77.0435369,Dupont at the Circle,https://www.instagram.com/p/DgUDi/,https://scontent.cdninstagram.com/vp/9de056acf73c90bf12f592c07241ff3c/5D28C262/t51.2885-15/e15/11116781_1097596766934084_1329517548_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-04-24 17:25:34,"Happy Easter afternoon from Washington, DC!"
89954226_116480,6,47.6190554,-122.3426449,KEXP,https://www.instagram.com/p/FXJey/,https://scontent.cdninstagram.com/vp/a151ea151831ec5a60b7cb770919ffb6/5D0E8AF9/t51.2885-15/e15/11111255_879687442095621_701252684_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-08 1:08:50,#SEA #pwtour
